address,latitude,longitude
1469 ST MARKS AVENUE,40.67356281,-73.91910222
430 MACON STREET,40.6828466,-73.93374163
3-033 PARSONS BOULEVARD,40.79448356,-73.82582767
97-017 161 AVENUE,40.6567007,-73.83448614
95-001 76 STREET,40.68278031,-73.86246227
156-025 85 STREET,40.66226805,-73.84827525
7701 11 AVENUE,40.6216124,-74.01311708
159-029 NORMAL ROAD,40.71010158,-73.80444075
192-004 35 AVENUE,40.76420169,-73.79014985
1156 EAST 13 STREET,40.62119027,-73.96258986
642 EAST 93 STREET,40.6518904,-73.91526979
156-009 102 STREET,40.66339503,-73.83220516
71-004 73 STREET,40.70527922,-73.87801765
146-047 107 AVENUE,40.69362747,-73.8020099
5803 TILDEN AVENUE,40.64872882,-73.92211953
154-047 28 AVENUE,40.77240157,-73.8080964
163 EAST 53 STREET,40.65612237,-73.92783276
155 EAST 53 STREET,40.65632806,-73.92785539
7616 10 AVENUE,40.62337322,-74.01509794
240-017 43 AVENUE,40.76751457,-73.74615226
112-003 177 STREET,40.69596891,-73.77464761
7224 BERGEN COURT,40.62489587,-73.91087081
110-008 179 STREET,40.69877415,-73.7757501
141-007 20 AVENUE,40.78196731,-73.82778573
1477 ST MARKS AVENUE,40.67355008,-73.91886596
70-020 60 AVENUE,40.72312226,-73.88879528
2034 FLATBUSH AVENUE,40.62008704,-73.93429275
17-027 MURRAY STREET,40.78316996,-73.81145764
652 EAST 93 STREET,40.65171922,-73.91507792
173-017 110 AVENUE,40.69714956,-73.78019349
83-015 160 AVENUE,40.65650429,-73.84800961
259 EAST 34 STREET,40.65064138,-73.9456031
59-042 69 LANE,40.72314945,-73.89101328
145-052 175 STREET,40.66326498,-73.77222773
193-018 WOODHULL AVENUE,40.71116186,-73.76588827
144-059 BARCLAY AVENUE,40.76020789,-73.81901222
1302 1 AVENUE,40.76675021,-73.95656074
80-018 211 STREET,40.73293654,-73.75968253
19-002 MURRAY STREET,40.78179653,-73.81221008
84-21 LANDER STREET,40.71297872,-73.81558564
218-034 STEWART ROAD,40.73404138,-73.75143574
84-028 HOMELAWN STREET,40.71635704,-73.79242907
84-056 152 STREET,40.71235248,-73.80769459
57-006 73 PLACE,40.72825628,-73.88828231
38-008 210 STREET,40.7652671,-73.7759544
157-016 82 STREET,40.66048897,-73.85090235
213-005 34 ROAD,40.7695674,-73.77467928
86 EAST 43 STREET,40.65398707,-73.93748145
171-035 107 AVENUE,40.70050519,-73.7844719
163-019 88 STREET,40.65158054,-73.84276707
154-016 21 AVENUE,40.77932776,-73.80824411
645 CLINTON STREET,40.67328665,-74.00272805
110-011 179 STREET,40.69870521,-73.77556214
218-027 STEWART ROAD,40.73423921,-73.75159538
171 GRAHAM BOULEVARD,40.57739917,-74.08869212
88-054 180 STREET,40.71139594,-73.78198584
1962 BERGEN AVENUE,40.62433312,-73.90644344
218-028 STEWART ROAD,40.73411795,-73.75158372
167-018 145 ROAD,40.66349202,-73.77377892
176-007 145 DRIVE,40.66383265,-73.77123958
193-002 WOODHULL AVENUE,40.7109664,-73.76631969
157-031 20 ROAD,40.77986799,-73.80480138
156-022 87 STREET,40.6626386,-73.84659015
80-088 222 STREET,40.73355732,-73.74699337
86-014 164 STREET,40.71068834,-73.80020351
155 HERZL STREET,40.66618982,-73.91465365
36-030 215 STREET,40.7676896,-73.76964825
149-006 85 ROAD,40.71038026,-73.80950621
172-010 109 AVENUE,40.69820225,-73.78232206
170-001 90 AVENUE,40.70879534,-73.79057594
2050 FLATBUSH AVENUE,40.61988035,-73.93406236
78-039 62 STREET,40.69582808,-73.89209241
57-018 61 STREET,40.7224399,-73.904601
145-005 LAKEWOOD AVENUE,40.69023192,-73.80312294
57-006 73 PLACE,40.7282936,-73.88828324
172-004 83 AVENUE,40.7175711,-73.79339377
159-035 NORMAL ROAD,40.71028834,-73.80435572
149-048 23 AVENUE,40.77791349,-73.81559416
89-038 187 STREET,40.71219166,-73.77386862
1203 EAST 72 STREET,40.62645113,-73.91429081
110-024 176 STREET,40.69726605,-73.77786895
107-057 115 STREET,40.68193323,-73.82580377
7308 AVENUE N,40.62404649,-73.90908788
38-005 218 STREET,40.76749663,-73.76562236
161-012 85 AVENUE,40.71240457,-73.80325622
160-076 26 AVENUE,40.77322566,-73.80181737
146-045 32 AVENUE,40.7700006,-73.8197476
86-036 PALO ALTO STREET,40.71991038,-73.77338973
87-020 175 STREET,40.71146329,-73.78760545
154-060 21 AVENUE,40.77921734,-73.80683327
1513 EAST 38 STREET,40.61856823,-73.93859718
77-024 62 STREET,40.696912,-73.89265145
146-045 SOUTH ROAD,40.69407617,-73.80274897
1801 EAST 36 STREET,40.61289748,-73.9347511
1887 BERGEN STREET,40.67443611,-73.91872596
98 PARSONS BOULEVARD,40.79417492,-73.82564763
96 BAY 14 STREET,40.60708733,-74.00784142
164-011 110 AVENUE,40.69396025,-73.78769395
71-001 72 PLACE,40.70523134,-73.87822018
1372 40 STREET,40.63893671,-73.98511982
1146 EAST 32 STREET,40.62341791,-73.94433648
156-017 75 STREET,40.66124993,-73.85782167
94-035 116 STREET,40.69232351,-73.82995832
1497 EAST 34 STREET,40.61843239,-73.94137525
171 GRAHAM BOULEVARD,40.57735271,-74.08873045
58-033 60 LANE,40.71965191,-73.90445041
109-002 MERRICK BOULEVARD,40.69725093,-73.78465693
1469 EAST 52 STREET,40.62390115,-73.9253892
69-028 79 STREET,40.70901672,-73.87352594
87-020 175 STREET,40.71115715,-73.78741676
75 GRAFTON STREET,40.66645846,-73.91874218
3602 AVENUE J,40.6272771,-73.94103907
107-003 PINEGROVE STREET,40.69033218,-73.80555098
1102 77 STREET,40.62165591,-74.01307196
168-040 HIGHLAND AVENUE,40.71225457,-73.79405227
171-035 107 AVENUE,40.70048954,-73.78455672
156-035 75 STREET,40.66074253,-73.85769448
42-014 149 PLACE,40.76021338,-73.81386168
147-022 84 AVENUE,40.71338274,-73.81156327
151-011 25 AVENUE,40.77560961,-73.81234075
152-002 84 ROAD,40.71341838,-73.80749043
63-026 255 STREET,40.75612028,-73.723264
24-018 MURRAY STREET,40.77637042,-73.81293398
167-028 145 ROAD,40.66357423,-73.77359738
147-019 24 AVENUE,40.77752337,-73.8187582
85-025 167 STREET,40.71239957,-73.79685907
85-021 167 STREET,40.71254267,-73.79692981
151-060 18 AVENUE,40.78231151,-73.80968327
151-020 25 DRIVE,40.77477005,-73.81201842
1468 EAST 26 STREET,40.61505359,-73.94857824
45-045 220 PLACE,40.76001863,-73.76032777
87-035 168 STREET,40.71075144,-73.79505419
91-004 175 STREET,40.70908542,-73.78639242
2525 SNYDER AVENUE,40.64869844,-73.95306329
56-051 211 STREET,40.74844889,-73.76680682
75 GRAFTON STREET,40.66657593,-73.91877222
164-001 110 AVENUE,40.69389119,-73.78785765
66-051 52 DRIVE,40.73216609,-73.89718525
146-061 107 AVENUE,40.69395507,-73.80162401
245 EAST 34 STREET,40.65087087,-73.94562822
157 EAST 53 STREET,40.65626788,-73.92784877
94-047 116 STREET,40.69202846,-73.82981406
176-017 145 DRIVE,40.66400904,-73.77085187
219-051 STEWART ROAD,40.73286719,-73.74890791
144-080 BARCLAY AVENUE,40.76044587,-73.81813125
97-029 83 STREET,40.68226794,-73.85657635
151-56 18 AVENUE,40.78231942,-73.80978275
183 HERZL STREET,40.66560097,-73.91450237
75-049 67 DRIVE,40.71169006,-73.87565296
902 ALBEMARLE ROAD,40.64613484,-73.97050684
85-031 168 STREET,40.71261295,-73.79598896
1929 BERGEN STREET,40.67435581,-73.91724117
156 BAY 14 STREET,40.60596082,-74.00901238
168-032 HIGHLAND AVENUE,40.71211761,-73.79443758
1525 EAST 38 STREET,40.61836977,-73.93837633
146-053 SOUTH ROAD,40.69425422,-73.80254535
160-002 84 AVENUE,40.7145571,-73.80535933
160-002 84 AVENUE,40.71447866,-73.80532885
1878 BERGEN STREET,40.6743501,-73.91906622
1659 BATH AVENUE,40.60552681,-74.00875067
89-021 169 STREET,40.70858453,-73.79172841
156-024 SOUTH ROAD,40.69814598,-73.79774201
1430 ST MARKS AVENUE,40.67354022,-73.92061718
156-035 75 STREET,40.66082772,-73.85771584
185 AMBOY STREET,40.66585804,-73.91361175
59-038 69 LANE,40.72326245,-73.89110371
1203 EAST 72 STREET,40.62651642,-73.91424109
157-036 83 STREET,40.66014663,-73.84986676
1630 BENSON AVENUE,40.60774559,-74.00818366
1164 EAST 32 STREET,40.62306091,-73.9442692
38-004 210 STREET,40.76531137,-73.77597794
160-048 92 STREET,40.65587631,-73.84001812
176-011 145 DRIVE,40.66397723,-73.7709218
149-053 WILLETS POINT BOULEVARD,40.77692257,-73.81550005
219-045 STEWART ROAD,40.73290207,-73.74897622
7805 13 AVENUE,40.61831709,-74.00937044
180-017 145 DRIVE,40.66375546,-73.76466743
108-042 171 PLACE,40.69808574,-73.78383272
151-036 22 AVENUE,40.77855181,-73.81098032
145-062 177 STREET,40.66376724,-73.77052255
36-006 215 STREET,40.76841945,-73.76986169
156-043 87 STREET,40.66207964,-73.84632707
132-041 88 STREET,40.67491422,-73.84846577
151-011 22 AVENUE,40.77871309,-73.81179929
151-079 19 AVENUE,40.78163385,-73.80895274
7 CENTER DRIVE MALBA,40.7907093,-73.82479541
1332 EAST 31 STREET,40.61890247,-73.94443205
6 CENTER DRIVE,40.79063579,-73.82448261
168-002 SAYRES AVENUE,40.69184181,-73.78234465
18-001 MURRAY STREET,40.78246604,-73.8116269
64-014 233 STREET,40.74991969,-73.74502222
160-055 26 AVENUE,40.77336956,-73.8019623
2336 82 STREET,40.60233208,-73.9884573
1717 STERLING PLACE,40.67102649,-73.92189152
239 BAY 13 STREET,40.60489248,-74.011263
144 HULL STREET,40.67957209,-73.9100511
154-054 21 AVENUE,40.77923069,-73.80700388
84-017 DANIELS STREET,40.71302302,-73.81444053
71 TRUXTON STREET,40.67845412,-73.90671709
145-068 175 STREET,40.66291644,-73.77196153
7819 13 AVENUE,40.61819003,-74.00950452
193-026 WOODHULL AVENUE,40.71126774,-73.76565458
151-032 20 ROAD,40.78025508,-73.81092616
1534 EAST 36 STREET,40.61719931,-73.93976859
85-035 167 STREET,40.71224621,-73.79678324
177-002 145 DRIVE,40.66379806,-73.77054615
64-006 233 STREET,40.75010244,-73.74510912
325 STRATFORD ROAD,40.64078511,-73.96807028
42-018 149 PLACE,40.76005021,-73.81378639
85-026 160 STREET,40.7114785,-73.80455057
154-016 24 ROAD,40.77594702,-73.8087509
86-022 164 STREET,40.71126603,-73.80056034
193-030 WOODHULL AVENUE,40.71130481,-73.76557276
176 SUTTER AVENUE,40.66643234,-73.91454152
1449 EAST 63 STREET,40.61858298,-73.91599849
107-028 76 STREET,40.67585087,-73.86064444
160-023 27 AVENUE,40.77273317,-73.80321084
1662 MARINE PARKWAY,40.61221866,-73.9417415
58-032 71 STREET,40.72518186,-73.89038974
151-031 20 ROAD,40.78035415,-73.81092651
2301 64 STREET,40.61304017,-73.97838857
8215 FLATLANDS AVENUE,40.63702374,-73.91127999
153-011 79 STREET,40.66515821,-73.85486842
2186 EAST 3 STREET,40.59676691,-73.96863
158-028 CROSS BAY BOULEVARD,40.65998649,-73.84028715
1165 64 STREET,40.62820157,-74.00368733
80-017 211 STREET,40.73301045,-73.75957677
89-004 163 AVENUE,40.65213037,-73.84195515
139-004 WHITELAW STREET,40.6711226,-73.84714064
146-047 SOUTH ROAD,40.69411634,-73.80270304
157-031 20 ROAD,40.77987519,-73.80489297
171 GRAHAM BOULEVARD,40.57751534,-74.08859628
1958 BERGEN AVENUE,40.62440286,-73.90659857
147-020 84 AVENUE,40.71339048,-73.81160088
151-011 25 AVENUE,40.77561548,-73.81241473
36-006 215 STREET,40.76831174,-73.76983019
554 EAST 87 STREET,40.64283535,-73.91279077
109-002 MERRICK BOULEVARD,40.69731125,-73.78474082
163-061 SAYRES AVENUE,40.6910341,-73.78462829
86-032 PALO ALTO STREET,40.72006282,-73.7734272
618 SACKMAN STREET,40.66249357,-73.9031209
160-001 84 ROAD,40.71412465,-73.80519126
85-014 160 STREET,40.71180706,-73.80462132
88-021 186 STREET,40.71383358,-73.7757034
112-021 178 STREET,40.69580368,-73.77350492
107-048 76 STREET,40.67527136,-73.86051007
170-005 GOTHIC DRIVE,40.71433186,-73.79393178
106-046 WALTHAM STREET,40.69348804,-73.80258811
169-001 89 AVENUE,40.70936024,-73.79218079
132-035 88 STREET,40.67509379,-73.84851071
170-006 88 AVENUE,40.71021589,-73.79145619
170-001 90 AVENUE,40.70894298,-73.79071227
179-049 TUDOR ROAD,40.7207762,-73.78816119
156-047 75 STREET,40.6603977,-73.85760805
1314 1 AVENUE,40.76692137,-73.95643445
231 EAST 53 STREET,40.65442305,-73.92765204
37 STOBE AVENUE,40.58578696,-74.10341397
139-031 35 AVENUE,40.76559064,-73.82637156
151-014 18 AVENUE,40.78243766,-73.81126992
89-005 186 STREET,40.71299983,-73.77514296
160-007 85 AVENUE,40.71234631,-73.80439874
164-041 110 AVENUE,40.69431278,-73.78686075
209-062 27 AVENUE,40.77640445,-73.78014194
702 EAST 83 STREET,40.63819921,-73.91259235
146-029 106 AVENUE,40.69441198,-73.80394305
110-016 176 STREET,40.69745395,-73.77800675
239 EAST 59 STREET,40.64819938,-73.92126507
110-036 176 STREET,40.69698084,-73.77765978
47-018 MARATHON PARKWAY,40.76600422,-73.73619504
87-088 96 STREET,40.69195298,-73.84851369
401 EAST 70 STREET,40.76658145,-73.95668526
622 EAST 94 STREET,40.65261085,-73.91484774
902 ALBEMARLE ROAD,40.64614146,-73.97044912
255 EAST 51 STREET,40.65564015,-73.92971846
5 9 AVENUE,40.79071392,-73.82469123
160-063 27 AVENUE,40.77262343,-73.80183126
160-018 25 AVENUE,40.77477733,-73.80305
1151 TROY AVENUE,40.64466029,-73.93535549
1837 WEST 9 STREET,40.60217557,-73.98143025
34-028 214 PLACE,40.77082203,-73.77142955
672 LINDEN BOULEVARD,40.65352667,-73.93373241
211-003 28 AVENUE,40.77636313,-73.77818292
152-002 84 ROAD,40.71339922,-73.80755843
164-041 110 AVENUE,40.6943621,-73.78674412
82-73 88 LANE,40.70191173,-73.85713983
151-055 20 ROAD,40.78029042,-73.81011879
151-009 20 ROAD,40.78041683,-73.81169332
184-001 89 AVENUE,40.7128252,-73.77754574
45-048 170 STREET,40.75448744,-73.79730048
235 EAST 59 STREET,40.64830824,-73.9212771
622 REMSEN AVENUE,40.65161256,-73.9187839
129-005 31 AVENUE,40.76932283,-73.84002759
154-067 24 ROAD,40.77590042,-73.80695163
146-039 SOUTH ROAD,40.69396603,-73.80287493
1314 1 AVENUE,40.76686296,-73.95647755
80-014 211 STREET,40.73301552,-73.7597201
80-015 151 AVENUE,40.66745366,-73.85401636
167-008 145 ROAD,40.66331806,-73.77416308
167-004 145 ROAD,40.66324468,-73.77432511
151-040 22 AVENUE,40.77854091,-73.81084241
24-045 MURRAY STREET,40.77563251,-73.81262947
149-024 129 STREET,40.66624393,-73.81164716
60-033 69 LANE,40.72171337,-73.88971316
1411 ST MARKS AVENUE,40.67368447,-73.92133663
15-043 146 PLACE,40.78513574,-73.81936656
153-027 79 STREET,40.66471474,-73.85475895
160-010 CROSS BAY BOULEVARD,40.6570659,-73.83956286
145-009 107 AVENUE,40.69140408,-73.80463886
82-002 KENT STREET,40.7236289,-73.7839862
160-014 27 AVENUE,40.77266873,-73.80359891
151-055 25 DRIVE,40.77477028,-73.81080386
88-002 184 PLACE,40.71384596,-73.77708778
3 BELMONT AVENUE,40.66848841,-73.91020878
730 58 STREET,40.63742684,-74.0098011
19-002 MURRAY STREET,40.78171027,-73.81198937
140 NEWPORT STREET,40.65911395,-73.91014096
240 AVENUE T,40.59887368,-73.97624891
1337 83 STREET,40.61518169,-74.01103749
149-043 17 ROAD,40.7835466,-73.81500775
170-001 GOTHIC DRIVE,40.71431562,-73.7939885
151-024 25 DRIVE,40.77476124,-73.8119071
74-019 CALDWELL AVENUE,40.72463246,-73.8864025
132-037 88 STREET,40.67503177,-73.84849519
142 OSBORN STREET,40.66890199,-73.90867819
528 ROCKAWAY AVENUE,40.66717421,-73.91034494
149-043 17 ROAD,40.78354291,-73.81496106
29-007 214 STREET,40.77537653,-73.77412893
147-020 COOLIDGE AVENUE,40.71492418,-73.81203342
154-011 25 AVENUE,40.77534047,-73.80894165
164-014 97 STREET,40.65097701,-73.83402159
70-019 CALDWELL AVENUE,40.72512157,-73.89038533
84-016 SMEDLEY STREET,40.71306981,-73.81255762
107-044 76 STREET,40.67543191,-73.86054729
139-015 WHITELAW STREET,40.67074318,-73.84726033
132-012 90 STREET,40.67606361,-73.84696951
111-055 178 STREET,40.69638426,-73.77406197
2322 82 STREET,40.60245877,-73.98866652
163-020 CROSS BAY BOULEVARD,40.65161316,-73.83820647
2148 EAST 37 STREET,40.60764321,-73.92782259
143-050 FRANKLIN AVENUE,40.75807689,-73.82055454
7411 13 AVENUE,40.62060598,-74.00699076
160-010 CROSS BAY BOULEVARD,40.65720292,-73.83959681
68-057 76 STREET,40.70931474,-73.87563329
68-041 76 STREET,40.70970414,-73.87583895
161-014 28 AVENUE,40.77189012,-73.80282505
87-020 175 STREET,40.71128239,-73.78749397
4415 KINGS HIGHWAY,40.62634473,-73.93306041
8816 AVENUE A,40.65041341,-73.9191367
73-033 196 PLACE,40.73440284,-73.77550225
34-028 214 PLACE,40.77079612,-73.77156133
1372 EAST 31 STREET,40.61798579,-73.94425921
662 LINDEN BOULEVARD,40.65350845,-73.93399803
106-046 WALTHAM STREET,40.69344537,-73.8025236
68-010 52 DRIVE,40.73208993,-73.89679471
1553 76 STREET,40.61627203,-74.00228624
1326 EAST 51 STREET,40.62866259,-73.92696362
1292 EAST 35 STREET,40.62274643,-73.94136044
43-032 170 STREET,40.75720436,-73.79693181
159-008 84 ROAD,40.71384655,-73.80581378
84-011 168 PLACE,40.71573653,-73.7964955
8513 13 AVENUE,40.61420298,-74.01364912
29-043 211 STREET,40.77329073,-73.77751515
111-050 170 STREET,40.69297486,-73.7810253
84-048 160 STREET,40.71314994,-73.80491031
92-024 76 STREET,40.68495958,-73.86417627
144-014 BARCLAY AVENUE,40.7597772,-73.82060646
1120 EAST 73 STREET,40.6276827,-73.91574165
40-041 190 STREET,40.75975267,-73.79142684
4303 AVENUE J,40.62782303,-73.93443038
9216 DITMAS AVENUE,40.64936311,-73.91262824
88-021 169 STREET,40.70944277,-73.79222895
176 COOPER STREET,40.6884268,-73.90662367
1152 64 STREET,40.62837979,-74.00398323
1449 72 STREET,40.61995251,-74.00212254
169-019 90 AVENUE,40.70869021,-73.79088996
134 EAST 59 STREET,40.65096659,-73.92168333
58 HERZL STREET,40.66872818,-73.91542885
160-006 24 ROAD,40.77553797,-73.80359011
88-018 184 PLACE,40.71379014,-73.7770689
105-018 WALTHAM STREET,40.69456937,-73.80417321
144-017 9 AVENUE,40.79072837,-73.82590904
144-017 9 AVENUE,40.79073072,-73.82599205
36-006 215 STREET,40.76836318,-73.76984523
554 EAST 87 STREET,40.64278265,-73.91273197
132-043 88 STREET,40.67486406,-73.84845322
1260 77 STREET,40.61952306,-74.009376
158-040 CROSS BAY BOULEVARD,40.65971409,-73.84021958
149-037 17 ROAD,40.78355482,-73.81511191
236 BAY 10 STREET,40.60631171,-74.01366949
1101 81 STREET,40.61943885,-74.01506662
110-014 177 STREET,40.69789614,-73.77725523
1774 MADISON PLACE,40.61002139,-73.94057397
1774 MADISON PLACE,40.60995621,-73.94050109
2058 FLATBUSH AVENUE,40.61965022,-73.93380586
75-036 METROPOLITAN AVENUE,40.71296144,-73.87636687
139-045 35 AVENUE,40.76560254,-73.8262644
151-016 18 AVENUE,40.78242664,-73.8111313
2017 KIMBALL STREET,40.61126877,-73.92801241
51-036 69 STREET,40.73420081,-73.89634165
41-030 170 STREET,40.75910535,-73.79667127
144-020 8 AVENUE,40.79156408,-73.82643343
80-022 211 STREET,40.73287512,-73.75965331
75-022 METROPOLITAN AVENUE,40.71291,-73.87687097
168-002 SAYRES AVENUE,40.69179432,-73.78230992
10 CENTER DRIVE,40.79060724,-73.82501346
164-027 110 AVENUE,40.69426132,-73.78698243
144-079 BARCLAY AVENUE,40.76040121,-73.81829656
655 EAST 94 STREET,40.65200841,-73.91417573
1052 LINDEN BOULEVARD,40.65416541,-73.91922838
253 EAST 51 STREET,40.65583107,-73.92973933
5 9 AVENUE,40.79072392,-73.82458988
654 LINDEN BOULEVARD,40.65348973,-73.93427082
8 CENTER DRIVE,40.79061332,-73.82472857
78-004 SUTTER AVENUE,40.67467102,-73.85821661
29-033 214 STREET,40.77470471,-73.77397401
146-028 105 AVENUE,40.69473172,-73.80441061
143-050 FRANKLIN AVENUE,40.75805962,-73.82058166
81-005 133 AVENUE,40.67358235,-73.85480007
172-001 67 AVENUE,40.73470695,-73.7973264
1902 BERGEN STREET,40.6743029,-73.91821588
82-17 155 AVENUE,40.66469518,-73.85101577
32-062 191 STREET,40.76718447,-73.79064993
1638 EAST 31 STREET,40.61318466,-73.94146042
1337 85 STREET,40.61413576,-74.01231858
151-052 18 AVENUE,40.78232782,-73.80988834
1614 MARINE PARKWAY,40.61307492,-73.94269809
20-043 127 STREET,40.78046969,-73.84142404
2130 EAST 37 STREET,40.60798482,-73.92820167
675 EAST 85 STREET,40.63965208,-73.91150294
151-024 18 AVENUE,40.7824052,-73.81086159
104-014 WALTHAM STREET,40.69521312,-73.8051138
169-013 90 AVENUE,40.70860916,-73.791128
1892 BERGEN STREET,40.67432406,-73.918597
1845 COLEMAN STREET,40.61442588,-73.93046551
1954 EAST 36 STREET,40.61041445,-73.93222157
160-006 24 ROAD,40.77552983,-73.80348668
108-018 175 STREET,40.69991444,-73.78087565
85-062 160 STREET,40.71057787,-73.80435664
84-015 172 STREET,40.71664632,-73.79293955
102-029 89 AVENUE,40.69342747,-73.8433264
106-050 WALTHAM STREET,40.69339747,-73.80245121
169-007 89 AVENUE,40.70935719,-73.79189448
29-033 214 STREET,40.77461765,-73.77395394
2513 EAST 23 STREET,40.59058091,-73.94672718
1888 BERGEN STREET,40.6743322,-73.9187437
150 BAY 11 STREET,40.60755938,-74.01120722
980 HALSEY STREET,40.68598704,-73.91485487
1851 COLEMAN STREET,40.61434317,-73.93037297
160-006 24 ROAD,40.77552397,-73.80341234
85-025 117 STREET,40.7015579,-73.83351043
52-025 70 STREET,40.73282907,-73.89394108
59-009 71 STREET,40.72467837,-73.8898956
132-049 88 STREET,40.67473195,-73.84842016
7605 13 AVENUE,40.61947049,-74.00816793
154-062 20 ROAD,40.77990962,-73.80649874
1897 SCHENECTADY AVENUE,40.62615407,-73.93048802
53-046 72 STREET,40.73003001,-73.89244195
1940 EAST 36 STREET,40.61063179,-73.93246329
32-025 BELL BOULEVARD,40.77291745,-73.77458697
154-015 21 AVENUE,40.77943949,-73.80841889
549 EAST 84 STREET,40.64154878,-73.91490527
1712 MADISON PLACE,40.61105508,-73.94172986
32-033 214 STREET,40.7729549,-73.7735357
1857 SCHENECTADY AVENUE,40.62703599,-73.9305836
9205 AVENUE K,40.63801678,-73.90078081
79-037 68 ROAD,40.71056341,-73.87181629
1102 85 STREET,40.61728194,-74.01753843
1940 EAST 36 STREET,40.61049108,-73.9323068
666 EAST 93 STREET,40.65156046,-73.91473031
146-049 24 AVENUE,40.77778095,-73.81957233
84-018 117 STREET,40.70336943,-73.83442584
168-020 88 AVENUE,40.70956106,-73.79371293
85-002 168 STREET,40.71342338,-73.7965067
88-010 175 STREET,40.71073015,-73.78732925
65-030 168 STREET,40.73564893,-73.80114685
111-055 178 STREET,40.69642589,-73.77409345
93-001 75 STREET,40.68434475,-73.86469345
107-034 80 STREET,40.67548148,-73.85672199
170-001 90 AVENUE,40.70887049,-73.79066994
1898 BERGEN STREET,40.674312,-73.91837983
2069 85 STREET,40.6040616,-73.99564686
36-022 215 STREET,40.76800496,-73.76974047
440 MACON STREET,40.68288599,-73.93339756
85-015 168 STREET,40.71313635,-73.79624631
124 BAY 14 STREET,40.60663466,-74.00831196
17-027 MURRAY STREET,40.78317589,-73.81153234
163-015 110 AVENUE,40.69366722,-73.78837879
151-027 20 AVENUE,40.78107504,-73.81087802
168-040 HIGHLAND AVENUE,40.71222994,-73.79412155
87-020 175 STREET,40.71120635,-73.78744709
90-048 SHORE PARKWAY,40.66473232,-73.84237674
80-057 211 STREET,40.73190901,-73.75905874
2317 EAST 4 STREET,40.5936893,-73.96697667
85-017 167 STREET,40.71265621,-73.79698595
36-043 212 STREET,40.76637037,-73.77438117
113 BRANTON STREET,40.64598338,-73.91951206
64-006 233 STREET,40.75000074,-73.74506076
164 AMBOY STREET,40.66632809,-73.91386175
10 CENTER DRIVE,40.79060908,-73.82489821
163-020 CROSS BAY BOULEVARD,40.6517264,-73.83823483
903 KNICKERBOCKER AVENUE,40.69068828,-73.90397622
43-027 BOWNE STREET,40.75485407,-73.81948361
143-035 84 DRIVE,40.71166025,-73.81271348
115 SUTTER AVENUE,40.66619781,-73.91758677
986 HALSEY STREET,40.68604877,-73.91479475
172-015 84 AVENUE,40.71746974,-73.79230681
1322 72 STREET,40.62162705,-74.00509259
145-040 175 STREET,40.66359972,-73.77248607
168-022 88 AVENUE,40.70948393,-73.7934611
75-022 66 DRIVE,40.7137982,-73.87703807
146-029 106 AVENUE,40.69445234,-73.80400206
42-053 155 STREET,40.75977339,-73.81059902
138-010 WHITELAW STREET,40.6715928,-73.8468227
131-015 15 AVENUE,40.78470394,-73.83692584
8415 GLENWOOD ROAD,40.63921275,-73.91165809
88-016 168 PLACE,40.70930672,-73.79335808
35-020 BELL BOULEVARD,40.76837261,-73.77356588
1817 RYDER STREET,40.61403989,-73.93232163
151-025 20 AVENUE,40.78109312,-73.81111224
165-020 SANFORD AVENUE,40.75949198,-73.80039169
53-041 OCEANIA STREET,40.74979155,-73.76953575
9518 AVENUE A,40.65378977,-73.91390822
163-020 CROSS BAY BOULEVARD,40.65155816,-73.83819269
205 BAY 14 STREET,40.60493007,-74.0099055
58 HERZL STREET,40.66864736,-73.91540815
84-018 117 STREET,40.70331526,-73.83440217
629 EAST 82 STREET,40.63909752,-73.91463762
88-084 138 STREET,40.70201072,-73.81480562
908 THOMAS S BOYLAND STREET,40.65825383,-73.91082759
31-018 FARRINGTON STREET,40.76855378,-73.83353782
89-012 169 STREET,40.70889815,-73.7919121
145-015 107 AVENUE,40.69150749,-73.80451491
9502 AVENUE A,40.65352566,-73.91431728
1863 COLEMAN STREET,40.61413097,-73.93013553
143-039 84 DRIVE,40.71172826,-73.81268458
1940 EAST 36 STREET,40.61045255,-73.93226395
1869 COLEMAN STREET,40.61406789,-73.93006496
142-032 84 DRIVE,40.71107453,-73.81403758
1700 MADISON PLACE,40.6111119,-73.9417934
132-030 87 STREET,40.67505306,-73.84957813
33-065 158 STREET,40.7663455,-73.80687899
151-048 20 AVENUE,40.78092177,-73.81028031
1923 EAST 51 STREET,40.61320646,-73.92479209
111-048 179 PLACE,40.69828607,-73.77294398
92-021 190 STREET,40.71119393,-73.76931309
2286 WEST 1 STREET,40.59274129,-73.9716504
157-012 24 AVENUE,40.77645079,-73.80604107
129-005 31 AVENUE,40.76932471,-73.84008494
8215 FLATLANDS AVENUE,40.63708396,-73.91134721
2178 EAST 3 STREET,40.59682886,-73.96864161
259 SUTTER AVENUE,40.66711332,-73.91078911
9207 AVENUE K,40.6381272,-73.90060941
9205 AVENUE K,40.63805755,-73.90071753
89-007 169 STREET,40.70906287,-73.79200858
106-006 WALTHAM STREET,40.69414467,-73.80355228
125-011 135 AVENUE,40.66935465,-73.81395242
86-004 162 STREET,40.71092774,-73.80182612
154-053 21 AVENUE,40.77932552,-73.80699619
641 EAST 82 STREET,40.63883508,-73.91434582
154-066 20 ROAD,40.77990279,-73.80641255
